ProgramSiteID,VisitID,VisitID,SiteName,WatershedID,WatershedName,SampleDate,HitchName,CrewName,VisitYear,IterationID,CategoryName,PanelName,VisitDate,ProtocolID,ProgramID,AEM,Bug Validation,CHaMP 10% Revisit,CHaMP Core,CHaMP-PiBO Comparison,Effectiveness,Has Fish Data,IMW,Remove,Velocity Validation,Primary Visit,QC Visit,Error,No,Yes,Grad,Sin,Sin_CL,Area_Wet,Area_Bf,WetVol,BfVol,WetWdth_Int,DetrendElev_SD,DpthWet_SD,BfWdthInt,Lgth_Wet,Lgth_Bf,DpthBf_Avg,DpthBf_Max,Lgth_Thlwg,DpthThlwg_UF_Avg,DpthThlwg_UF_CV,BfWdth_Avg,BfWdth_CV,BfWMxDRat_Avg,BfWMxDRat_CV,BfWDRat_Avg,BfWDRat_CV,WetWdth_Avg,WetWdth_CV,WetWDRat_Avg,WetWDRat_CV,WetWMxDRat_Avg,WetWMxDRat_CV,SlowWater_Area,SlowWater_Ct,SlowWater_Freq,PoolResidDpth,SlowWater_Vol,SlowWater_Pct,FstTurb_Area,FstTurb_Ct,FstTurb_Freq,FstTurb_Vol,FstTurb_Pct,FstNT_Area,FstNT_Ct,FstNT_Freq,FstNT_Vol,FstNT_Pct,Q,SubEmbed_Avg,SubEmbed_SD,SubD16,SubD50,SubD84,SubLT2,SubLT6,Cond,Alk,RipCovBigTree,RipCovConif,RipCovGrnd,RipCovNonWood,RipCovUstory,RipCovWood,RipCovCanNone,SubEstBldr,SubEstCbl,SubEstGrvl,SubEstSandFines,FishCovLW,FishCovTVeg,FishCovArt,FishCovNone,FishCovAqVeg,FishCovTotal,SolarSummr_Avg,UcutLgth_Pct,UcutArea_Pct,Ucut_Area,LWFreq_Wet,LWFreq_Bf,LWVol_Wet,LWVol_Bf,LWVol_WetSlow,LWVol_BfSlow,LWVol_WetFstTurb,LWVol_BfFstTurb,LWVol_WetFstNT,LWVol_BfFstNT,DriftBioMass,BfBraid,BfChnl_Ct,Bf_Island_Ct,BfMChnl_Part_Ct,Bf_QIsland_Ct,Lgth_BfChnl,BfSCWdth,BfSCWdth_CV,BfSCWDRat_Avg,BfSCWDRat_CV,BfSCWMxDRat_Avg,BfSCWMxDRat_CV,Bf_QIsland_Area,WetBraid,WetChnl_Ct,Wet_Island_Ct,Lgth_WetMChnl,WetMChnl_Area,WetChnl_Sin,Lgth_WetChnl,WetSCL_Area,WetSCS_Area,WetSC_Pct,WetSCWdth,WetSCWdth_CV,WetSCWDRat_Avg,WetSCWDRat_CV,WetSCWMxDRat_Avg,WetSCWMxDRat_CV,WetMChnl_Part_Ct,Wet_QIsland_Ct,Wet_QIsland_Area,SiteGeoDatabase_FileName,OrthogonalGeoDatabase_FileName,RBTOutputs_FileName,ResultsXML_FileName,LogFile_FileName,HydraModelInputs_FileName,HydraModelResults_FileName,BathymetryImg_FileName,BndryCndtnsImg_FileName,WettedDepthImg_FileName,WettedElevImg_FileName,DepthImg_FileName,VelocityImg_FileName,GCDADCNtThckDffT0,GCDADCNtThckDffErrT0,GCDADCNtThckDffT1,GCDAOINtThckDffT0,GCDADCNtThckDffErrT1,GCDAOINtThckDffErrT0,GCDAOINtThckDffT1,GCDAOINtThckDffErrT1,GCDADCTtThckDffT0,GCDADCTtThckDffErrT0,GCDADCTtThckDffT1,GCDADCTtThckDffErrT1,GCDAOITtThckDffT0,GCDAOITtThckDffErrT0,GCDAOITtThckDffT1,GCDAOITtThckDffErrT1,GCDAOIAreaDtctChngT0,GCDAOIAreaDtctChngT1,GCDImbalPctT0,GCDImbalPctT1,GCDChnlVolDiffT0,GCDChnlVolDiffT1,BraidChannelRatio,PoolToTurbulentAreaRatio,ChannelPattern,BankErosion,ConstrainingFeatureHeightAverage,FloodProneWidthAverage,ValleyWidth,ConstrainingFeatureType,PercentConstrained,CountOfPoolFormingLWD,CountOfKeyLWD,CountOfJamLWD,CountOfRightBankLWDPieces,CountOfLeftBankLWDPieces,CountOfMidChannelLWDPieces,CountOfLWD,CountOfChinook,CountOfCoho,CountOfSockeye,CountOfChum,CountOfOmykiss,CountOfPink,CountOfCutthroat,CountOfBulltrout,CountOfBrooktrout,CountOfLamprey,CountOfOtherSpecies,DensityOfChinook,DensityOfCoho,DensityOfSockeye,DensityOfChum,DensityOfOmykiss,DensityOfPink,DensityOfCutthroat,DensityOfBulltrout,DensityOfBrooktrout,DensityOfLamprey,DensityOfOtherSpecies
67979,67,67,WENMASTER-000037,23,Wenatchee,7/12/2011,2011- Terraqua - Local Crew,Local Crew,2011,1,Transport-Public,Annual,7/12/2011,416,1,,,Yes,Yes,,,Yes,,,,Yes,,,Yes,,2.441,1.03231,1.02572,272.07391,330.84619,31.96509,85.36444,2.23059,0.16083,0.08366,2.71594,121.97376,121.81636,0.27459,0.90863,121.51088,0.2135,0.37129,2.70319,0.20173,6.47577,0.31594,9.85481,0.35067,2.16311,0.18205,14.21346,0.34965,8.78965,0.31916,96.7,9,7.37864,0.11556,13.54771,35.54181,65.39,7,5.73894,9.75821,24.03391,76.55,5,4.09924,8.40005,28.13574,0.10158,,,1,20,110,61.90172,68.83383,13.5,120,7,3.25,44,11.6,20.1,65.6,86.9,4.24983,7.99673,25.7339,58.88614,4.28427,10.95101,2.35501,79.52267,,21.45574,8.42499,,,,37.71302,46.73136,3.80205,4.4518,2.26165,2.45972,0.40414,0.72789,1.13626,1.26419,0.00003,1,1,0,1,0,121.81636,,,,,,,0,1,1,0,121.97376,238.64,1.03,121.97376,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67979,278,278,WENMASTER-000037,23,Wenatchee,9/22/2011,2011- Tetra Tech - TetraTech,TetraTech,2011,1,Transport-Public,Annual,9/22/2011,416,1,,,Yes,,,,Yes,,,,,Yes,,Yes,,2.418,1.03854,1.03651,253.79496,334.94499,30.79689,109.00096,2.0254,0.26625,0.09891,2.69184,125.30637,124.42963,0.3313,1.04126,125.99499,0.18003,0.63978,2.76236,0.18878,6.14453,0.26582,8.77832,0.26783,2.06081,0.2001,14.2456,0.34825,10.14759,0.3612,58.32,5,3.99022,0.374,11.0796,22.97918,139.5,5,3.99022,15.72558,54.96563,24.46,2,1.59609,3.4784,9.6377,0.034,,,2,20,100,76.59393,78.99393,265.01,160,6,2.5,39.1,15.7,44.5,91.9,76,5.78333,17.4178,35.14207,38.50913,3.61274,6.93449,0,85.33957,,13.86391,9.59278,,,,24.73936,27.13349,2.74713,3.13236,0.51872,0.79637,0.80791,0.91549,1.4205,1.4205,0.000162,1,1,0,1,0,124.42963,,,,,,,0,1,1,2,125.30637,222.28001,1.04,125.30637,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67979,611,611,WENMASTER-000037,23,Wenatchee,7/10/2012,Wenatchee - scout - June 25,Reuben Crew,2012,2,Transport-Public,Annual,7/10/2012,806,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04737,0,0,0.29,5,32,40.55555,56,207,160,0,0,48.33333,16.125,27.875,78.375,82.1,,,,,,,,,,,59.93215,,,0,,,1.13654,1.23705,0.14121,0.20102,0.42487,0.46557,0.57046,0.57046,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67979,1376,1376,WENMASTER-000037,23,Wenatchee,7/27/2013,Hitch #3 (JE): July 24 to July 31 (Wenatchee),Joe Crew,2013,3,Transport-Public,Annual,7/27/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03138,27.67857,28.65605,0.14,19,89,78.48125,80.58257,340,152,0.75,0.875,21.75,6.625,10.5,27.625,98,,,,,,,,,,,46.61699,,,0,,,1.54247,2.36101,1.36351,1.99206,0.11791,0.2672,0.06105,0.10175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67979,2342,2342,WENMASTER-000037,23,Wenatchee,7/12/2014,Hitch1_MN_July9toJuly16_Wenatchee,Martin Crew,2014,4,Transport-Public,Annual,7/12/2014,2020,1,,,,Yes,,,,,,,Yes,,,,,2.414,1.04268,1.02705,257.47335,345.96932,27.84092,87.48802,2.10684,0.62377,0.08954,2.82317,122.20849,122.54648,0.26662,1.03729,125.12775,0.1677,0.53352,2.77658,0.21292,7.20542,0.279,10.65074,0.24341,2.04263,0.24671,17.58267,0.39322,11.39758,0.42339,130.53,12,9.81928,0.18,18.60365,50.69651,85.82,8,6.54619,7.32794,33.3316,21.97,2,1.63655,1.8814,8.53292,0.02382,5.34482,6.92189,1,37,124,58.58768,62.42768,278,132,0.625,0.625,11.25,4.375,45.625,61.25,91.2,5.62793,23.73762,22.36195,47.01514,2.78805,5.02664,7.2667,84.91859,0,15.08649,57.32321,1.06375,0.4639,1.2,22.91166,24.54821,1.31232,1.46123,1.10583,1.10583,0.1518,0.28799,0.05467,0.0674,0.00035,1,1,0,1,0,122.54648,,,,,,,0,1,1,1,122.20849,238.31999,1.03,122.20849,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,-0.22644,0.07895,,-0.1277,,0.04452,,,0.23744,0.08202,,,0.1339,0.04625,,,56.39435,,-47.68291,,-95.36581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67979,3106,3106,WENMASTER-000037,23,Wenatchee,6/19/2015,Wenatchee_S/T_Hitch_20150617-20151014,van den Broek Crew,2015,5,Transport-Public,Annual,6/19/2015,2020,1,,,Yes,Yes,,,,,,,Yes,,,,,2.491,1.02681,1.0309,267.684,355.44785,39.32284,112.05709,2.15509,0.52077,0.08359,2.87443,124.20996,123.65854,0.32379,1.05084,123.78513,0.206,0.3524,2.85466,0.17151,6.56985,0.25911,9.5598,0.2305,2.1351,0.20373,15.48827,0.41187,10.37304,0.40915,144.39,10,8.05088,0.17889,23.83052,53.94047,83.78,7,5.63562,11.84183,31.2981,28.76,2,1.61018,3.52611,10.74401,0.05592,5.25961,5.6256,0.4,25,97,47.86666,51.46666,275,164,0.625,0.625,16.25,6.875,21.875,37.5,93.7,3.32503,15.20336,28.68699,51.44202,2.9076,4.05402,0,93.3871,0,6.96886,57.15469,1.73094,0.7784,2.1,18.51703,26.56791,1.36051,2.12597,1.01911,1.12222,0.34139,0.58722,0,0.41652,,1,1,0,1,0,123.65854,,,,,,,0,1,1,0,124.20996,256.92999,1.03,124.20996,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,-0.22567,0.06758,0.01834,-0.12436,0.02879,0.03724,0.00265,0.00416,0.23518,0.06971,0.07992,0.03891,0.1296,0.03842,0.01154,0.00562,55.1058,14.43521,-47.97722,11.47389,-95.95444,22.94778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67979,3445,3445,WENMASTER-000037,23,Wenatchee,9/23/2015,Wenatchee_Repeat_Sampling,van den Broek Crew,2015,5,Transport-Public,Annual,9/23/2015,2020,1,,,Yes,Yes,,,,,,,,Yes,,,,2.325,1.03312,1.02817,290.65309,406.2586,25.89147,147.66813,2.2076,1.1664,0.06094,3.09341,131.66048,131.33037,0.39349,0.86047,132.07186,0.15684,0.35875,3.08637,0.23775,5.01792,0.24708,7.56076,0.29956,2.20811,0.20004,10.39535,0.28442,7.22541,0.2732,108.99,9,6.83576,0.11111,14.25681,37.49831,107.63,8,6.07623,10.34301,37.0304,14.1,1,0.75953,1.28013,4.85114,0.02024,32.05769,24.70175,0.24,18,140,65.26666,68.46666,272,148,6.5,7.5,24,8,40.5,74,82.5,9.13076,14.88362,26.68776,46.92982,7.09604,8.1666,0.90499,83.83235,0,16.17209,12.08409,1.48108,0.34287,1,22.78588,25.06446,1.03439,1.21517,0.70597,0.72599,0.3085,0.3085,0.0199,0.18068,,1,1,0,1,0,131.33037,,,,,,,0,1,1,0,131.66048,230.72002,1.03,131.66048,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,-0.19431,0.06879,0.07839,-0.09624,0.06267,0.03407,0.01208,0.00965,0.27411,0.08569,0.15068,0.07752,0.13576,0.04244,0.02321,0.01194,49.52974,15.40582,-35.44505,26.01361,-70.8901,52.02722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67979,4028,4028,WENMASTER-000037,23,Wenatchee,6/25/2016,Wenatchee_ST_2016,van den Broek Crew,2016,6,Transport-Public,Annual,6/25/2016,2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07034,5.54687,10.3307,4,34,149,2.25839,50.31532,30,140,8.75,4.375,18.125,19.375,35,56.25,77.5,,,,,,,,,,,,,,3.4,,,0.8883,1.52946,0.32095,0.34086,0.31895,0.71211,0.2484,0.47648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67981,1532,1532,WENMASTER-000045,23,Wenatchee,7/13/2013,Hitch #2 (SD): July 10 to July 17 (Wenatchee),Surya Crew,2013,3,Source-Public,Rotating Panel 3,7/13/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,1.682,1.01075,1.01134,1116.76261,1645.84323,183.95125,502.90219,7.16359,0.74894,0.11643,10.51282,155.89421,156.55576,0.34601,1.16138,156.34669,0.26049,0.5336,10.43389,0.17394,15.55231,0.25804,24.19251,0.2516,7.82134,0.14621,41.7519,0.32979,26.43398,0.38132,135.63,3,1.92438,0.61,37.05209,12.14493,447.77,3,1.92438,70.87851,40.09536,450.79,3,1.92438,76.02002,40.36579,0.21438,12.28301,18.52117,0.04,149,253,22.26666,30.01481,194.9,100,9.5,15.5,24.5,14,30.5,63.5,77.5,13.57395,39.28867,30.90515,13.1207,4.23843,5.47094,0,92.20322,1.57055,11.27993,60.09139,0,0,0,2.56584,5.77314,0.70851,0.96935,0,0,0.19171,0.41185,0.5168,0.5575,,1,1,0,1,0,156.55576,,,,,,,0,1,1,0,155.89421,1034.18994,1.01,155.89421,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67981,4029,4029,WENMASTER-000045,23,Wenatchee,6/27/2016,Wenatchee_ST_2016,van den Broek Crew,2016,6,Source-Public,Rotating Panel 3,6/27/2016,2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2307,29.19696,25.83743,0.19,31,210,14.93333,22.8,185,96,12,9.5,34.5,10.5,28,69.5,82.5,,,,,,,,,,,,,,0,,,0.03451,0.16446,0,0,0,0.12995,0.03451,0.03451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67987,852,852,WENMASTER-000057,23,Wenatchee,7/18/2012,hitch_3_Wen_MG_July18-24,Matt Crew,2012,2,Source-Private,Rotating Panel 2,7/18/2012,806,1,,,,Yes,,,,,,,Yes,,,Yes,,6.322,1.07951,1.07765,150.59504,185.26898,7.85011,26.85118,1.2795,0.29483,0.0464,1.57701,117.69874,117.48126,0.15297,0.5835,117.25186,0.08963,0.5626,1.57042,0.22741,6.8652,0.35936,10.57687,0.33491,1.27323,0.24088,13.48517,0.44882,8.65324,0.46264,15.3,7,5.94739,0.06,1.31203,10.1597,63.53,5,4.24813,4.12681,42.18598,40.82,4,3.39851,2.40335,27.10581,0.01245,29.75,23.53578,0.16,12,29,14.55555,24.11111,5.35,56,1.2,0.3,61.7,62.4,64.2,64.9,98.6,2.24061,8.93723,59.07572,29.74642,33.44379,33.10447,0,30.84287,2.60885,69.2479,55.15858,,8.39441,13.8,17.84216,34.83469,0.98021,13.47566,0.45778,0.79653,0.30401,1.13848,0.21842,11.54065,0.000195,1,1,0,1,0,117.48126,,,,,,,0,1,1,0,117.69874,119.64999,1.08,117.69874,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67994,220,220,WENMASTER-000071,23,Wenatchee,7/14/2011,2011- Terraqua - Local Crew,Local Crew,2011,1,Source-Public,Rotating Panel 1,7/14/2011,416,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,1.83,1.11029,1.07579,3236.96858,4188.02128,1302.39492,2475.78609,10.096,0.54565,0.24009,13.08974,320.61879,319.94694,0.57507,1.84631,329.66064,0.68609,0.32345,12.62807,0.36476,13.56739,0.41379,24.21775,0.5226,9.07679,0.38309,21.82098,0.43272,13.20496,0.37696,0,0,0,0,0,0,3104.73993,7,2.18328,1293.52948,95.91505,0,0,0,0,0,8.50852,,,2,51,160,,,39.7,32,10.1,28.2,28.3,7.1,20.4,62.3,79.3,15.01972,36.85116,35.77051,12.35858,3.14878,6.98973,0,90.81233,,15.04575,27.87983,,,,15.28294,15.90674,33.72973,37.18137,0,0,33.72973,37.18137,0,0,0.000531,1,1,1,1,0,319.94694,,,,,,,0,1,1,4,320.61879,2881.45996,1.08,320.61879,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67994,612,612,WENMASTER-000071,23,Wenatchee,8/6/2012,Wenatchee - scout - June 25,Reuben Crew,2012,2,Source-Public,Annual,8/6/2012,806,1,,,,Yes,,,Yes,,,,Yes,,,,Yes,1.964,1.12402,1.07226,2666.09915,3764.57875,765.10781,1819.57172,8.32916,0.63591,0.1874,11.55768,320.09218,325.72095,0.48629,1.61902,328.9624,0.4891,0.42436,11.76314,0.42586,15.09934,0.60401,23.76478,0.62674,7.98304,0.35144,27.80906,0.63927,18.20565,0.61137,841.59999,6,1.87446,0.64333,331.53259,31.56672,1754.51998,10,3.1241,433.40145,65.8085,0,0,0,0,0,1.31315,2.51612,4.81988,16,52,217,0.66893,2.89795,136.4,28,10.5,33.6,42,32,35.8,65.5,80.3,8.93038,34.58686,42.177,14.13175,3.57623,6.84984,0,89.57391,0,10.42608,,,0,0,4.99856,12.80881,10.61823,29.85441,1.93445,2.22648,8.68378,27.62793,0,0,0.000285,,1,,1,,325.72095,,,,,,,,,1,,320.09218,2596.11987,1.07,320.09218,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,-0.22084,0.12129,,-0.04717,,0.0259,,,0.23264,0.12458,,,0.04969,0.02661,,,21.35722,,-47.46422,,-94.92844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67994,1540,1540,WENMASTER-000071,23,Wenatchee,7/12/2013,Hitch #2 (JR): July 10 to July 17 (Wenatchee),Jon Crew,2013,3,Source-Public,Annual,7/12/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,,Yes,1.974,1.11293,1.06878,2646.16355,3989.89028,849.53516,2099.03297,8.28864,0.69114,0.19826,12.78516,319.25166,312.07205,0.52875,1.73828,326.24655,0.53613,0.3722,12.4993,0.37712,14.10102,0.47591,22.9175,0.53534,7.94497,0.34118,27.03828,0.69361,17.46463,0.61544,680.93999,7,2.19263,0.53143,324.17921,25.7331,1920.87999,10,3.13233,524.66731,72.59113,0,0,0,0,0,1.3858,3.15,4.81021,18,90,201,1.44444,6.11111,120.8,40,13.6,28.2,38.3,2.4,22.4,76.8,81.5,24.12876,44.34824,28.99199,2.53099,1.28465,4.05529,0,94.66004,0,5.34085,55.37852,0.47924,0.08684,2.3,8.45727,15.34839,11.44355,16.56484,4.30847,4.5791,7.13508,11.98574,0,0,,,1,,1,,312.07205,,,,,,,,,1,,319.25166,2447.16992,1.07,319.25166,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,-0.24429,0.13788,-0.07118,-0.04455,0.07752,0.02514,-0.00183,0.00199,0.26278,0.1429,0.16853,0.10138,0.04792,0.02606,0.00432,0.0026,18.23493,2.56465,-46.48204,-21.1182,-92.96408,-42.2364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67994,2343,2343,WENMASTER-000071,23,Wenatchee,7/9/2014,Hitch1_JE_July9toJuly16_Wenatchee,Joe Crew,2014,4,Source-Public,Annual,7/9/2014,2020,1,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13803,23.9375,23.34612,15,103,247,1.63775,3.14462,43.7,28,27.5,47,26,8.5,35.5,92,61,,,,,,,,,,,64.55381,,,2.3,,,27.5843,37.71994,9.04808,12.097,17.53091,20.94196,1.0053,4.68097,0.000199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67994,3286,3286,WENMASTER-000071,23,Wenatchee,7/9/2015,Wenatchee_Hitch_2015,van den Broek Crew,2015,5,Source-Public,Rotating Panel 2,7/9/2015,2020,1,,,,Yes,,,,,,,Yes,,,,,1.936,1.12412,1.06612,2424.40267,3672.20246,630.52648,1536.16672,7.66863,0.62786,0.18046,11.80333,316.14545,311.11587,0.43807,1.50543,327.52182,0.44805,0.41268,11.25058,0.37075,14.53052,0.48628,23.74078,0.5314,7.15743,0.30041,25.64328,0.5782,16.21421,0.58163,920.8,8,2.53048,0.5625,328.22906,37.98049,1434.32999,8,2.53048,302.22281,59.1622,0,0,0,0,0,0.50954,0.96226,1.65932,21,94,247,1.25,2.83333,67.1,28,5.3,19,22,6.5,16,38.5,93,4.45799,31.06847,49.8692,14.60433,0.28168,1.65952,0,98.05879,0,1.94245,41.95164,1.24151,0.11947,2.9,6.3262,18.02967,9.96601,33.15966,4.67372,14.68924,5.29228,18.47042,0,0,,1,1,4,1,0,311.11587,,,,,,,0,1,1,1,316.14545,2283.8999,1.07,316.14545,71.23,,3.02446,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,-0.22502,0.12172,0.02309,-0.07573,0.0582,0.04096,0.0025,0.00629,0.22897,0.12289,0.16261,0.08186,0.07705,0.04135,0.01759,0.00885,33.65269,10.8154,-49.13808,7.09863,-98.27616,14.19726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68007,253,253,WENMASTER-000119,23,Wenatchee,9/14/2011,2011- Terraqua - Local Crew,Local Crew,2011,1,Depositional-Public,Rotating Panel 1,9/14/2011,416,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,0.265,1.19328,1.15459,3763.35325,4705.17566,1583.53063,1863.98719,15.37096,0.76567,0.2922,19.29299,244.83532,243.88013,0.47126,1.44006,238.31951,0.78235,0.34047,18.95871,0.11876,13.62225,0.29332,21.41574,0.31218,15.29862,0.16039,30.73385,0.36565,19.32496,0.38475,2503.82007,2,0.81688,0.76,1322.47438,66.53162,984.38,1,0.40844,259.7159,26.15699,0,0,0,0,0,4.91078,,,25,60,95,3.33333,6.66666,26,4,12.5,22.95,39.6,10.8,39.4,80.9,87.3,0,29.441,62.17797,8.38102,3.1554,3.87118,0,89.57939,,10.4206,66.71852,,,,4.90125,10.21094,4.67374,7.2912,4.37172,6.98918,0.30202,0.30202,0,0,,1,1,0,1,0,243.88013,,,,,,,0,1,1,0,244.83532,3488.19995,1.15,244.83532,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68007,2562,2562,WENMASTER-000119,23,Wenatchee,8/7/2014,hitch_all_Aug6toend_Wenatchee,Steve Crew,2014,4,Depositional-Public,Rotating Panel 1,8/7/2014,2020,1,,,,Yes,,,,,,,Yes,,,,,0.309,1.3572,1.28534,4280.90582,7931.91908,1900.21109,5763.78875,17.69467,1.31008,0.32699,33.42319,241.93191,237.31782,0.79846,2.92017,253.69665,0.78145,0.46161,37.72528,0.11811,25.67599,0.38523,40.63001,0.38669,17.51673,0.19549,37.88251,0.60604,24.1416,0.52624,1894.07997,3,1.24002,1.18,1197.01464,44.24484,2237.90997,2,0.82668,702.86318,52.27655,0,0,0,0,0,4.7397,0.42187,0.94279,10,38,99,1.55555,10,27,20,18,18,46.5,5,53.5,115,80,0,37.98249,53.33365,8.68384,16.75191,9.99771,0,73.25037,0,26.75863,65.25558,13.9502,0.86837,37.5,12.40018,21.90699,58.12657,97.62102,35.59129,61.0755,22.53527,36.54551,0,0,0.000026,1,1,2,1,0,237.31782,,,,,,,0,1,1,2,241.93191,4131.98975,1.29,241.93191,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,-0.14831,0.12595,,-0.051,,0.04331,,,0.38919,0.17247,,,0.13383,0.05931,,,34.38724,,-19.05326,,-38.10652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
