VisitID,FishCovLW,FishCovTVeg,FishCovUcut,FishCovArt,FishCovAqVeg,FishCovNone,FishCovTotal,FishCovLW_FNT,FishCovTVeg_FNT,FishCovUcut_FNT,FishCovArt_FNT,FishCovAqVeg_FNT,FishCovNone_FNT,FishCovTotal_FNT,FishCovLW_FT,FishCovTVeg_FT,FishCovUcut_FT,FishCovArt_FT,FishCovAqVeg_FT,FishCovNone_FT,FishCovTotal_FT,FishCovLW_SlowPool,FishCovTVeg_SlowPool,FishCovUcut_SlowPool,FishCovArt_SlowPool,FishCovAqVeg_SlowPool,FishCovNone_SlowPool,FishCovTotal_SlowPool,FishCovLW_SSC,FishCovTVeg_SSC,FishCovUcut_SSC,FishCovArt_SSC,FishCovAqVeg_SSC,FishCovNone_SSC,FishCovTotal_SSC,Valid,,FishCovLW,FishCovTVeg,FishCovUcut,FishCovArt,FishCovAqVeg,FishCovNone,FishCovTotal
383,2.689436562,6.002564052,5.058821318,0.108453863,0,91.62138596,13.85927579,0,0,0,0,0,0,0,2.689436562,5.665647036,4.680566999,0.108453863,0,81.12756963,13.14410446,0,0.336917015,0.378254319,0,0,10.49381633,0.715171334,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
384,3.010269284,5.379246937,1.204107714,10.91707103,0,80.09135889,20.51069497,0,0,0,0,0,0,0,3.010269284,4.689268232,1.204107714,8.411874368,0,67.23648165,17.3155196,0,0.689978705,0,2.505196662,0,12.85487724,3.195175368,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
387,0.683688539,1,0.683688539,0.141360899,0,98.31631146,2.508737976,0,0,0,0,0,0,0,0.683688539,0.858639101,0.683688539,0,0,84.32158248,2.226016178,0,0.141360899,0,0.141360899,0,13.99472899,0.282721798,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
389,0.755543873,0.244456127,1,0,0,99,2,0,0,0,0,0,0,0,0.755543873,0.244456127,1,0,0,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
390,0,1.947969952,0.183239991,4.79506321,0,94.82233619,6.926273153,0,0,0,0,0,0,0,0,1.764729961,0,0,0,79.35311834,1.764729961,0,0.183239991,0.183239991,4.79506321,0,15.46921785,5.161543192,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
391,5,5,0,5,0,95,15,0,0,0,0,0,0,0,5,5,0,5,0,95,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
393,0.702724368,2.769064139,0.186139426,0,0,97.23093586,3.657927932,0,0,0,0,0,0,0,0.291776873,0.714326663,0.186139426,0,0,28.46336063,1.192242961,0.410947495,2.054737476,0,0,0,68.76757523,2.465684971,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
396,0.689597409,3.758389635,0.689597409,0,0,96.24161037,5.137584452,0,0.135906262,0,0,0,13.45471994,0.135906262,0.689597409,3.622483373,0.689597409,0,0,82.78689042,5.00167819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
397,14.06409817,4.055080411,17.84062303,0,0,67.04672051,35.95980161,0,0,0,0,0,0,0,1.821561053,0.242874807,0,0,0,10.3221793,2.06443586,12.24253712,3.812205604,17.84062303,0,0,56.72454121,33.89536575,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
398,3.969589506,0.958234458,0.07728217,0,0,97.94599252,5.005106133,0,0,0,0,0,0,0,3.460254894,0.958234458,0.07728217,0,0,95.05976306,4.495771522,0.509334611,0,0,0,0,2.886229464,0.509334611,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
399,0.875527044,3.031247632,0,0,0,96.47656428,3.906774676,0,0,0,0,0,0,0,0.875527044,3.031247632,0,0,0,96.47656428,3.906774676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
400,1.083468856,4.401326184,0,0,0,97.43645031,5.48479504,0,0,0,0,0,0,0,1.083468856,4.401326184,0,0,0,97.43645031,5.48479504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
401,1,3.573699595,1,0,0,96.18566432,5.573699595,0.240636082,0.240636082,0.240636082,0,0,23.58233601,0.721908245,0.267965161,1.339825807,0.267965161,0,0,25.45669033,1.875756129,0.491398757,1.993237706,0.491398757,0,0,47.14663799,2.97603522,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
402,2.246382584,1.347550499,0.704359769,0,0,96.85534343,4.298292851,0,0,0,0,0,0,0,0,0.07609358,0,0,0,29.48792957,0.07609358,2.246382584,1.271456919,0.704359769,0,0,67.36741386,4.222199271,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
405,1,15,0,0,0,84,16,0,0,0,0,0,0,0,1,15,0,0,0,84,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
406,4.047622804,12.76248218,10.23205455,5.654604513,0,67.30323595,32.69676405,0.953430176,8.186093611,5.806979522,4.141469156,0,49.29088213,19.08797246,0,0,0,0,0,0,0,3.094192628,4.576388566,4.42507503,1.513135357,0,18.01235383,13.60879158,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
407,5.989522912,12.77195717,18.31587152,4.456085653,0,58.46656274,41.53343726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.989522912,12.77195717,18.31587152,4.456085653,0,58.46656274,41.53343726,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
408,1,6.106197545,0.513274693,0,0,92.38052776,7.619472238,0.486725307,0.973450614,0,0,0,47.21235477,1.460175921,0.513274693,5.132746931,0.513274693,0,0,45.168173,6.159296318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
409,4.431224173,8.720254389,5,0,0,81.84852144,18.15147856,4.289030216,8.578060432,4.289030216,0,0,68.62448346,17.15612086,0,0,0,0,0,0,0,0.142193957,0.142193957,0.710969784,0,0,13.22403798,0.995357697,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
410,0.662250812,5,4.26445603,0,0,90.07329316,9.926706842,0.662250812,3.311254062,3.311254062,0,0,58.94032231,7.284758937,0,0.919429963,0.183885993,0,0,17.2852833,1.103315955,0,0.769315975,0.769315975,0,0,13.84768755,1.53863195,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
411,0.392074529,1,0.505996717,0.147377165,0,98.46054831,2.045448411,0,0,0,0,0,0,0,0.244697365,0.852622835,0.505996717,0,0,84.16496331,1.603316916,0.147377165,0.147377165,0,0.147377165,0,14.295585,0.442131495,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
412,5,3.149417301,1,0,0,95,9.149417301,0,0,0,0,0,0,0,2.686771626,2.686771626,0.537354325,0,0,51.0486609,5.910897578,2.313228374,0.462645675,0.462645675,0,0,43.9513391,3.238519723,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
413,13.8420183,5,17.49976481,0,0,63.65821689,36.34178311,0.209399938,1.046999692,5.23499846,0,0,14.44859575,6.491398091,0,0,0,0,0,0,0,13.63261836,3.953000308,12.26476635,0,0,49.20962114,29.85038502,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
414,2.11571869,1,1,0,0,95.88428131,4.11571869,0.024432599,0.024432599,0.024432599,0,0,2.369962057,0.073297796,0,0,0,0,0,0,0,2.091286092,0.975567401,0.975567401,0,0,93.51431925,4.042420895,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
417,5,4.889515102,0.644677929,0,0,93.33387454,10.53419303,0,0,0,0,0,0,0,1.666125459,3.332250919,0.333225092,0,0,29.99025827,5.33160147,3.333874541,1.557264184,0.311452837,0,0,63.34361627,5.202591561,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
418,18.77808697,14.47822628,17.98806936,0,0,51.24438261,51.24438261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.77808697,14.47822628,17.98806936,0,0,51.24438261,51.24438261,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
419,0,3,9.512925386,0,0,87.48707461,12.51292539,0,0,0,0,0,0,0,0,2.707755231,9.025850771,0,0,78.52490171,11.733606,0,0.292244769,0.487074614,0,0,8.962172906,0.779319383,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
420,3.131719349,5.222680917,4.973008904,0,0,86.67259083,13.32740917,0.129270383,0.153672573,0.689646125,0,0,7.460597897,0.972589081,0,0.904367905,0.222453513,0,0,18.23399864,1.126821418,3.002448965,4.164640439,4.060909266,0,0,60.9779943,11.22799867,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
421,4.602019156,5,1,0,0,89.39798084,10.60201916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.602019156,5,1,0,0,89.39798084,10.60201916,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
422,5,10,1,0,0,74,16,0,0,0,0,0,0,0,5,10,1,0,0,74,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
423,1,4.552716282,1,0,0,93.44728372,6.552716282,0.602109158,3.010545792,0.602109158,0,0,55.99615174,4.214764109,0,0,0,0,0,0,0,0.397890842,1.54217049,0.397890842,0,0,37.45113198,2.337952173,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
425,13.37491514,4.843314349,7.213473763,2.004340205,0,71.34996354,27.43604345,2.376801782,2.376801782,0,0,0,19.01441425,4.753603563,0,0,0,0,0,0,0,10.99811335,2.466512567,7.213473763,2.004340205,0,52.33554929,22.68243989,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
426,0.51719249,1.91689918,0.527812471,0.514755652,0,97.76870675,3.476659792,0,0,0,0,0,0,0,0.395429431,1.795136122,0.527812471,0.392992593,0,66.38921501,3.111370617,0.121763058,0.121763058,0,0.121763058,0,31.37949173,0.365289175,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
427,1.313333761,2.875367206,1,0,0,95.45154499,5.188700967,0,0,0,0,0,0,0,0.468841802,2.344209008,0.468841802,0,0,44.08586662,3.281892611,0.84449196,0.531158198,0.531158198,0,0,51.36567837,1.906808357,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
428,6.553272656,1.211823644,0.403820371,0,0,91.83108333,8.168916672,0.967875957,0.835424057,0.403820371,0,0,38.17491675,2.207120385,0,0,0,0,0,0,0,5.585396699,0.376399587,0,0,0,53.65616658,5.961796287,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
429,2.991034188,1.218146025,1.43629205,0,0,94.35452774,5.645472262,0.560627954,0.560627954,0.560627954,0,0,54.38091157,1.681883863,0,0,0,0,0,0,0,2.430406233,0.65751807,0.875664095,0,0,39.97361617,3.963588399,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
430,3.926416634,8.244022178,0.955881941,0,0,86.87367925,13.12632075,3.926416634,7.852833268,0.785283327,0,0,65.96379945,12.56453323,0,0.220590297,0,0,0,4.191215636,0.220590297,0,0.170598614,0.170598614,0,0,16.71866416,0.341197228,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
431,2.844854379,1.404381172,10.48202917,0,0,85.26873527,14.73126473,0,0,1.281517871,0,0,7.77658028,1.281517871,0.404782195,0.995438368,0.783297408,0,0,15.40633616,2.183517971,2.440072184,0.408942804,8.417213895,0,0,62.08581884,11.26622888,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
432,13.3179064,14.73327868,0.843645485,0,0,77.60283489,28.89483057,6.076257669,6.109084407,0.66584796,0,0,48.18719496,12.85119004,0.693108529,0.697450812,0,0,0,14.0192209,1.39055934,6.548540204,7.926743463,0.177797525,0,0,15.39641903,14.65308119,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
433,9.172839506,9.383277217,0.887205387,0.405723906,0,80.15095398,19.84904602,3.269921437,4.653198653,0,0,0,31.67283951,7.92312009,3.140291807,2.681257015,0,0.405723906,0,34.06453423,6.227272727,2.762626263,2.048821549,0.887205387,0,0,14.41358025,5.698653199,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
434,4.343942164,4.489668162,4.060439865,0,0,87.10594981,12.89405019,0.15195834,0.496315994,0.430447067,0,0,14.11711263,1.0787214,0.746496039,0.521522353,0,0,0,27.1653094,1.268018392,3.445487785,3.471829816,3.629992798,0,0,45.82352778,10.5473104,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
435,7.482142857,3.914030612,2.691581633,0.105782313,0,85.80646259,14.19353741,0.25255102,0.25255102,0.25255102,0,0,4.293367347,0.757653061,2.99829932,1.483843537,0.953316327,0.105782313,0,35.76828231,5.541241497,4.231292517,2.177636054,1.485714286,0,0,45.74481293,7.894642857,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
436,14.83641536,14.05276089,4.813785077,0,0,66.29703867,33.70296133,0.263804474,0.17586965,0.17586965,0,0,1.143152722,0.615543773,1.861933704,1.162981163,0.127160653,0,0,7.977714557,3.15207552,12.71067718,12.71391008,4.510754774,0,0,57.17617139,29.93534204,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
437,4.76171623,1.012433551,5.475878022,0,0,88.7499722,11.2500278,0,0,0,0,0,0,0,1.542672212,0.195511466,2.173869526,0,0,43.47556663,3.912053204,3.219044018,0.816922085,3.302008497,0,0,45.27440557,7.337974599,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
438,0.440178371,7.200891855,5,0,0,87.35892977,12.64107023,0,1.828428335,1.828428335,0,0,32.91171003,3.65685667,0.440178371,5.37246352,3.171571665,0,0,54.44721974,8.984213556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
440,10.86390704,5.15928664,2.077884897,1.152957744,0,83.9286055,19.25403632,0,0,0,0,0,0,0,0.186342241,0.186342241,0,0.093171121,0,1.397566811,0.465855604,10.6775648,4.972944399,2.077884897,1.059786623,0,82.53103869,18.78818072,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
483,1.107781814,2.846613804,0,0,0.436753533,95.60885085,4.391149152,0.486103289,0.486103289,0,0,0,8.749859204,0.972206578,0.494719406,1.507016661,0,0,0.436753533,70.76956754,2.438489601,0.12695912,0.853493854,0,0,0,16.0894241,0.980452973,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
533,1.109620447,2.104747198,0,0,10.47741086,86.3082215,13.6917785,1.109620447,0,0,0,5.37558764,44.49633046,6.485208087,0,0.546439638,0,0,3.143561515,27.745614,3.690001153,0,1.55830756,0,0,1.958261701,14.06627705,3.516569261,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
534,2.000285014,12.21700504,0,0,45.99206664,43.29941659,60.20935669,1.875336482,3.705143596,0,0,12.5612865,32.97552426,18.14176658,0.124948532,5.437715809,0,0,27.45660917,5.398243832,33.01927351,0,3.074145631,0,0,5.974170969,4.925648497,9.0483166,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
535,0,40,0,0,45,15,85,0,14.48605712,0,0,16.29681426,5.432271418,30.78287137,0,2.797195119,0,0,3.146844509,1.04894817,5.944039628,0,22.71674777,0,0,25.55634124,8.518780412,48.273089,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
536,6.206584558,11.91466278,0,0,0.496495152,82.67725304,18.61774249,0.275431637,0,0,0,0,5.233201108,0.275431637,4.694906566,9.984486699,0,0,0.232482975,56.06021473,14.91187624,1.236246355,1.930176076,0,0,0.264012177,21.38383721,3.430434608,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
537,0.199545573,9.346861632,0,0.671060743,6.42433916,84.01133126,16.64180711,0,0.920309079,0,0,0.460154539,7.822627167,1.380463618,0,0.671060743,0,0.671060743,0,5.368485947,1.342121487,0.199545573,7.75549181,0,0,5.96418462,70.82021815,13.919222,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
538,1.129253923,14.66846515,0,0,2.14752979,83.18400506,17.94524886,0,2.14752979,0,0,2.14752979,38.65553622,4.29505958,0.452821532,3.1544785,0,0,0,32.65380323,3.607300033,0.67643239,9.366456859,0,0,0,11.87466562,10.04288925,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
540,31.5457212,50.45451009,0,0,1.638941123,28.30041494,83.63917242,13.30878411,20.87335567,0,0,0.812376093,8.307625172,34.99451588,16.41902445,24.62853667,0,0,0.410475611,6.157134168,41.45803673,1.817912647,4.952617747,0,0,0.416089419,13.8356556,7.186619813,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
541,1,3.357688581,0,0,15.51036535,80.13194607,19.86805393,0.823233787,3.038169191,0,0,15.19084596,63.27112978,19.05224894,0.082178735,0.082178735,0,0,0.082178735,7.971337311,0.246536205,0.094587478,0.237340654,0,0,0.237340654,8.889478983,0.569268787,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
542,16.92677851,15.46104825,0,0,0,68.12220922,32.38782677,14.41344778,9.831144059,0,0,0,49.00138726,24.24459184,0.931200416,0.931200416,0,0,0,10.34551524,1.862400832,1.582130316,4.698703776,0,0,0,8.775306715,6.280834092,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
543,2.243866345,1.506903197,0,0,7.465154419,88.78407604,11.21592396,0.440774109,0.440774109,0,0,1.955285195,41.24057749,2.836833413,0.06431301,0.06431301,0,0,0.321565051,5.981109939,0.450191071,1.738779226,1.001816078,0,0,5.188304174,41.56238861,7.928899478,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
544,14.77304818,33.50429488,0,0,0,52.26981232,48.27734306,0.857798435,3.860092958,0,0,0,4.288992175,4.717891393,10.80322998,24.04483144,0,0,0,45.28372654,34.84806142,3.112019768,5.599370477,0,0,0,2.697093605,8.711390245,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
545,3.685940973,0.632687083,0,0,0,95.68137194,4.318628056,0.266763398,0.266763398,0,0,0,26.14281304,0.533526797,0.185261793,0.06257718,0,0,0,26.52729069,0.247838973,3.233915782,0.303346505,0,0,0,43.01126821,3.537262287,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
546,2.51574837,9.063664356,0,0.16912941,13.70211412,74.96867528,25.45065625,0.130218637,0.71806031,0,0,0.71806031,11.52084014,1.566339257,1.657492302,5.647394767,0,0.16912941,10.99181188,47.98685772,18.46582836,0.728037431,2.698209279,0,0,1.992241928,15.46097741,5.418488638,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
547,2.296045589,8.538442164,0,0,0.665890057,88.49962219,11.50037781,1.031106354,2.834834078,0,0,0.203104339,25.20493042,4.06904477,0.552924879,2.290724765,0,0,0.279233046,24.80042189,3.12288269,0.712014357,3.41288332,0,0,0.183552673,38.49426988,4.308450349,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
548,9.983340846,34.88074006,0,0,0,57.59510417,44.8640809,1.407698489,3.378476373,0,0,0,0.844619093,4.786174862,3.097779433,11.90198538,0,0,0,37.83548596,14.99976481,5.477862925,19.60027831,0,0,0,18.91499912,25.07814123,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
549,1,1,0,0,0,98,2,0.078322637,0.078322637,0,0,0,7.675618419,0.156645274,0.695837747,0.695837747,0,0,0,68.1920992,1.391675494,0.225839616,0.225839616,0,0,0,22.13228239,0.451679232,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
551,0.796329329,1.191502791,0,0,16.42888906,82.34196838,18.41672118,0.655627576,0.859298248,0,0,12.99205282,72.1180673,14.50697864,0,0,0,0,0,0,0,0.140701752,0.332204543,0,0,3.436836241,10.22390108,3.909742537,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
552,2.455764396,5.772608644,0,0,35.97469173,64.85981085,44.20306477,0.43091105,2.042260266,0,0,4.976535377,22.68406561,7.449706692,0.440201125,0.440201125,0,0,1.766431222,12.0747037,2.646833473,1.584652221,3.290147252,0,0,29.23172513,30.10104154,34.1065246,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
553,2.576230733,8.526159631,0,0.955407494,18.49113946,69.45106268,30.54893732,2.284282273,5.548425811,0,0.876788618,17.2364986,61.73286653,25.9459953,0,0,0,0,0,0,0,0.291948461,2.97773382,0,0.078618876,1.254640859,7.718196154,4.602942016,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
554,8.332036028,12.98120761,0,0,3.584176582,77.32222284,24.89742022,2.423690648,2.375041699,0,0,0.409207161,12.79759257,5.207939509,1.994606916,7.039780941,0,0,3.174969421,31.54272768,12.20935728,3.913738463,3.566384966,0,0,0,32.98190259,7.480123429,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
555,10.3076253,5.507377562,0,0,0,84.90056625,15.81500286,1.443184602,0,0,0,0,4.329553807,1.443184602,5.005853048,4.721095473,0,0,0,57.67436637,9.72694852,3.858587646,0.78628209,0,0,0,22.89664607,4.644869736,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
556,2.420182523,4.493648037,0,0,0.078567411,93.00760203,6.99239797,0,0.506476971,0,0,0.078567411,19.3201061,0.585044382,0.52202481,3.228490829,0,0,0,59.92533882,3.75051564,1.898157712,0.758680236,0,0,0,13.76215712,2.656837948,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
557,0,0.449693024,0,0,14.93365064,84.61665633,15.38334367,0,0.449693024,0,0,2.679475636,37.99639925,3.129168659,0,0,0,0,1.580307461,34.42516845,1.580307461,0,0,0,0,10.67386755,12.19508864,10.67386755,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
559,0,32.61885305,0,0,22.53835782,44.84278914,55.15721086,0,12.32659816,0,0,12.58473451,24.51355548,24.91133267,0,11.10333626,0,0,3.36282101,11.54973747,14.46615727,0,9.188918626,0,0,6.590802296,8.77949619,15.77972092,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
561,9.535843737,12.65874614,0,0,5.266143106,72.53926702,27.46073298,0,0,0,0,0,0,0,7.499664384,10.48530004,0,0,4.934890589,58.45348369,22.91985501,2.036179353,2.1734461,0,0,0.331252517,14.08578333,4.54087797,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
562,0.097243916,27.27339144,0,0,0.79331889,71.83604575,28.16395425,0,6.12132816,0,0,0,20.4771502,6.12132816,0,17.0685746,0,0,0.412404897,32.42580743,17.48097949,0.097243916,4.083488688,0,0,0.380913992,18.93308812,4.561646596,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
564,0,4.560650165,0,4.487315455,0,90.95203438,9.04796562,0,0,0,0,0,0,0,0,4.560650165,0,3.728058294,0,82.92429485,8.288708459,0,0,0,0.759257161,0,8.027739533,0.759257161,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
565,9.123080116,16.59160094,0,0,0,74.28531894,25.71468106,0,0,0,0,0,0,0,8.955652415,16.59160094,0,0,0,71.10419261,25.54725336,0.167427702,0,0,0,0,3.181126332,0.167427702,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
566,1.838139535,4.780620155,0,0,0,93.38124031,6.61875969,0,0,0,0,0,0,0,1.838139535,3.849767442,0,0,0,68.565323,5.687906977,0,0.930852713,0,0,0,24.81591731,0.930852713,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
567,1.936701703,7.590307344,0,0,0,90.47299095,9.527009047,0,0.353911655,0,0,0,6.724321448,0.353911655,0,4.508714742,0,0,0,59.178752,4.508714742,1.936701703,2.727680947,0,0,0,24.56991751,4.66438265,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
